AlarmBoxwBorough,Address
Q4821,"CROSS IS.PKWY & 163 ST S/SVC RD, New York, NY 11357"
B8613,"BELT PKWY BET ROCKAWAY PKWY & PENNA. AVE, New York, NY NA"
Q3851,"49 RD, 150' W. OF HORATIO PKWY, New York, NY 11364"
R2978,"RICHMOND AV., 100' SO. OF YUKON AV, New York, NY 10314"
X4829,"BRONX BLVD-300' SOUTH OF E219 ST, New York, NY 10467"
R4328,"SHARROTT RD & BLOMINGDALE RD, New York, NY 10309"
R1733,"N. GANNON & CRAFTON AVES, New York, NY 10314"
X7374,"IRT 6 - E 143 ST & ST MARY?S ST, New York, NY NA"
B7249,"IND F @ AVE P & MCDONALD AVE, New York, NY 11229"
M7234,"IND F @ E BROADWAY & CANAL ST, New York, NY 10038"
R8735,"W SHORE XWAY N/B AT ARDEN AVE, New York, NY NA"
R3261,"ABINGDON AVE AND EAST READING AVE, New York, NY 10308"
Q8349,"BQE - EAST LEG - NORTHERN BLVD TO GCP E, New York, NY 11377"
R1496,"SEA VIEW AVE AND HANCOCK ST, New York, NY 10305"
X8963,"CROSS BX EX-RANDALL AV TO THROGS NK BR->, New York, NY NA"
M1337,"AC POWELL BLVD & CENTRAL PK NORTH, New York, NY 10026"
R8748,"WILLOWBK XWAY BTW SI XWAY & BAYONNE BR->, New York, NY NA"
M7226,"IND B-D-F-V @ W 42 ST & 6 AVE, New York, NY 10036"
R8701,"W SHORE XWAY N/B ENT RAMP TO E/B SI XWAY, New York, NY NA"
M7151,"IND A-B-C-D ? W 145 ST & ST NICHOLAS AVE, New York, NY NA"
R3611,"ILYSSA WAY & ASPEN KNOLLS, New York, NY 10312"
R2477,"BEACON AVE & RICHMOND RD\RICHMOND VFD, New York, NY NA"
Q0303,"JFK AIRPORT - AREA A, New York, NY NA"
M8183,"FDNY FIREHOUSE RSVLT IS, New York, NY NA"
M1008,"RIVERSIDE BLVD & W 69 ST, New York, NY 10069"
R3053,"BUFFALO ST AND O'GORMAN AVES, New York, NY 10306"
Q4071,"FLUSHING & CYPRESS AVES, New York, NY 11237"
Q0434,"STA 266-IND G-R-V-  ELMHURST AVE & BWAY, New York, NY NA"
R1127,"POST LANE AND COWEN PL, New York, NY 10303"
Q8381,"BQE - LIE TO BROADWAY/ROOSEVELT AVE, New York, NY NA"
R3459,"GREENCROFT AVE AND KEEGANS LANE, New York, NY 10308"
R2455,"ROCKLAND AV & RICHMOND RD\RICHMOND VFD, New York, NY 10306"
R2675,"GUYON AVE & SOUTH RAILROAD AVE, New York, NY 10306"
B7173,"IND A&C @ HIGH ST-BKLYN BRDG & ADAMS ST, New York, NY NA"
B7174,"IND A-C-F @ JAY ST & METRO TECH, New York, NY 11201"
B8422,"F/O 5901 GLENWOOD RD OPP E59 ST, New York, NY 11234"
Q4635,"MARGINAL ST & WOODHAVEN BLVD, New York, NY 11385"
M4500,"TRUMP TOWER RESP ZONE -5 AVE & 56-57 STS, New York, NY 10022"
R3658,"TYNAN ST AND KENMORE AVE, New York, NY 10312"
X2375,"WESTCHESTER & STEBBINS/REV POLITE AVE, New York, NY 10459"
B8037,"PS 59, THROOP AV & FLOYD ST, New York, NY NA"
X4184,"MAIN ST & ADEE DR F/O EVFD, New York, NY 10465"
R2214,"BURBANK AVE & HYLAN BLVD, New York, NY 10306"
R2337,"NO. GANNON AVE & NEPTUNE PL, New York, NY 10314"
Q9299,"QUEENS BLVD & 87 RD, New York, NY 11435"
M7323,"IRT 1 ? CHRISTOPHER ST & 7 AVE S, New York, NY NA"
R2368,"RICHMOND AV & AMSTERDAM PL\OCEANIC VFD, New York, NY 10314"
X4648,"BRUCKNER EXPY SB SVC RD & CODDINGTON AVE, New York, NY 10461"
X4603,"E/S UNIONPORT RD-170' S OF A.B.RYAN OVAL, New York, NY 10462"
Q2946,"WHITESTONE EXPY- LINDEN PL TO GCP SPLIT, New York, NY 11368"
R0762,"SHARPE AVE AND RICHMOND TERRACE, New York, NY NA"
R0548,"RICHMOND TERRACE & CLOVE RD, New York, NY 10310"
R4314,"WINANT AVE AND WOODROW RD, New York, NY 10309"
M8320,"PS 206, 119 ST & PLEASANT AV-RM 106, New York, NY NA"
Q0445,"STA 280- IND E- MAIN ST & VAN WYCK, New York, NY 11433"
B8626,"BELT PWAY BET CONEY IS AV & KNAPP ST, New York, NY NA"
X4755,"LONGFELLOW AVE AND 176TH ST, New York, NY 10460"
R0685,"N/S CEDAR AVE., OPP. AUSTIN AVE, New York, NY 10305"
B7340,"IRT 2&3 @ GRAND ARMY PLZ & FLATBUSH AVE, New York, NY NA"
Q8088,"PUBLIC LIBRARY MERRICK BLVD & 89 AVE, New York, NY NA"
R0402,"LONG POND LA & STAGE LA, New York, NY 10304"
X8815,"THROGS NECK BRIDGE PLAZA BRONX END, New York, NY NA"
M7008,"BMT N-R @ E 59 ST & 5 AVE, New York, NY 10065"
X7442,"IRT  5 - DYRE AVE & E 233 ST, New York, NY NA"
R3466,"FIELDWAY AVE AND HYLAN BLVD, New York, NY 10308"
M8377,"HARLEM RIVER DR AT W 147 ST, New York, NY NA"
R3986,"BLOOMINGDALE ROAD AND VETERANS ROAD EAST, New York, NY 10309"
M1003,"RIVERSIDE BLVD & W 65 ST, New York, NY 10069"
R3049,"EMMET AVE & AMBOY RD/RVFD, New York, NY 10306"
Q3758,"H. HARDING EXPY SO. SVC RD & PECK AVE, New York, NY 11365"
X7377,"IRT 6 - 3 AVE & E 138 ST, New York, NY 10454"
M8067,"POLICE HEADQUARTERS-1 POLICE PLAZA, New York, NY NA"
R0244,"BAY ST & SANDS ST, New York, NY 10304"
X7426,"IRT 2&5 - E 180 ST & MORRIS PARK AVE, New York, NY 10460"
M1690,"RIVERSIDE DR W ON VIADUCT AT W 158 ST, New York, NY 10032"
M8092,"4 WTC @ 150 GREENWICH ST - LIBERTY ST, New York, NY 10048"
M8215,"7TH REGIMENT ARMORY - 643 PARK AVE, New York, NY 10065"
Q8403,"GCP BTW FRANCIS LEWIS & CLOVERDALE BLVD, New York, NY NA"
M7223,"IND F @ E 63 ST & LEXINGTON AVE, New York, NY NA"
B7042,"BMT B-Q-S @ PROSPECT PK & FLAT/EMPIRE, New York, NY 11225"
X8857,"TRUMAN HS CO-OP CITY ED PARK 200'S OF DO, New York, NY 10475"
X7212,"IND B&D-KINGSBRIDGE RD & GRAND CONCOURSE, New York, NY NA"
R8743,"SI XWAY BTW RICHMOND RD & SLOSSON AVE, New York, NY NA"
M8376,"HARLEM RIVER DR AT W 145 ST, New York, NY 10037"
X3560,"BAILEY AVE OPP 239 ST, New York, NY 10463"
X2701,"E 169 ST & STEBBINS AVE/POLITE AVE, New York, NY 10459"
B7133,"BMT L @ ATLANTIC & VAN SINDEREN AVES, New York, NY 11233"
M8610,"FDR- E 62 TO E 75 ST -HEIGHT RESTRICTION, New York, NY 10021"
M7107,"BMT LP J-M-Z - BROAD ST & WALL ST, New York, NY NA"
R2851,"TANGLEWOOD DR & IRONWOOD ST/RICHMOND VFD, New York, NY 10308"
M8611,"FDR- E 76 TO E 88 ST -HEIGHT RESTRICTION, New York, NY 10075"
X8995,"HUTCH RIV PKWY-WHITESTONE BR & BRUCKNER, New York, NY 10465"
Q8391,"JACKIE ROBINSON PKWY - CYPRESS HILL ST, New York, NY 11385"
R2721,"ROCKLAND AV & FOREST HILL RD\RICH VFD, New York, NY 10314"
X7432,"IRT 2&5 - PROSPECT AVE & WESTCHESTER AVE, New York, NY NA"
Q8898,"110 AVE & 158 ST, New York, NY 11433"
M7224,"IND F @ W 57 ST & 6 AVE, New York, NY NA"
X4263,"SB SVC RD BRUCKNER EXPY & MIDDLETOWN RD, New York, NY 10461"
R2927,"RICHMOND AV & RICHMOND HILL RD, New York, NY 10314"
Q4691,"166 ST & N/SVC RD CROSS ISLAND PKWY, New York, NY 11357"
B7336,"IRT 2&3 @ HOYT & FULTON STS, New York, NY 11201"
B8642,"BROOKLYN BRIDGE - MANHATTAN BOUND, New York, NY NA"
R1155,"HOLLAND AVE & RICHMOND TERR, New York, NY 10303"
Q3688,"58 AVE & 193 ST, New York, NY 11365"
R3566,"ROLLING HILL GREEN AT ARDEN AVE., New York, NY 10312"
R2439,"TYSENS LA & CRANFORD AVE\RICHMOND VFD, New York, NY 10306"
M8321,"WARDS ISL MANH PSYCH COMPLEX  MULTI BLDG, New York, NY 10035"
R2418,"RIEDEL AVE & AMBER ST\RICHMOND VFD, New York, NY 10306"
R1103,"BENJAMIN DR & ADRIANNE LA, New York, NY 10303"
Q8384,"CROSS IS PWAY & HARDING XWAY, New York, NY NA"
R3871,"HYLAN BLVD AND PACIFIC AVE, New York, NY NA"
R3561,"HAMPTON GREEN & BEEKMAN CIR-VILLAGE GREE, New York, NY 10312"
X8894,"DEEGAN XWAY BTW W 161 ST & W 176 ST, New York, NY NA"
B8172,"PS 21 CHAUNCEY ST & PATCHEN AVE, New York, NY NA"
X8881,"DEEGAN XWAY E 138 ST & MACOMBS DAM BRDG, New York, NY 10451"
R0334,"MATHEWS & OAKLAND AVES, New York, NY 10310"
Q6467,"76 AVE & 263 ST, New York, NY 11004"
R2793,"ROCKVILLE AV, 200' N. OF PLYMOUTH RD\OCE, New York, NY 10314"
B8080,"BQE BET SANDS ST & STATE ST, New York, NY NA"
R3562,"HAMPTON GREEN & PRINCETON LA-VILLAGE GRE, New York, NY 10312"
M7011,"BMT N-Q-R @ TIMES SQ- W 42 ST, New York, NY NA"
Q3814,"WILLETS POINT BLVD & 209 ST, New York, NY 11360"
Q8447,"JFK EXPY & NASSAU EXPY, New York, NY NA"
Q6465,"77 AVE & 267 ST, New York, NY 11040"
R0759,"FABER AND LARKIN STS, New York, NY NA"
X8972,"HIGHBRIDGE FOOT BRDG>>, New York, NY NA"
X8935,"DEEGAN EXPY- ALBANY CRES & MOSHOLU PKWY, New York, NY 10463"
B7138,"BMT L @ ROCKAWAY PKWY & SMITHS LA, New York, NY 11236"
Q9840,"ARCHER AVE & 151 ST, New York, NY 11435"
Q8443,"NASSAU XWAY BTW CROSS BAY & VAN WYCK, New York, NY NA"
M8475,"WATERSIDE-FDR DR & 27 ST-W/S BLDG 20-ST, New York, NY 10010"
R8007,"ST GEO FERRY TERM LL ENTR. ROADWAY, New York, NY NA"
R0373,"NORTH BURGHER AVE & WAYNE ST, New York, NY 10310"
Q8411,"NORTH CHANNEL BRIDGE NE/SIDE, New York, NY NA"
Q8495,"VAN WYCK EXPY-ATLANTIC AV TO ROCKAWAY BL, New York, NY 11436"
X2993,"TREMONT AVE & GRAND AVE /NORTH/, New York, NY 10453"
Q0451,"STA 451-IRT 7-JUNCTION BL & ROOSEVELT AV, New York, NY NA"
M2037,"PARK PL W & RIVER TERR, New York, NY 10282"
Q9578,"72 RD & GREENWAY NORTH, New York, NY 11375"
X4645,"BRUCKNER EXPY SB SVC RD & JARVIS AVE, New York, NY 10461"
R2452,"DALTON & BELFAST AVES\RICHMOND VFD, New York, NY 10306"
B8161,"P.S. 151, KNICKERBOCKER AVE & HALSEY ST., New York, NY 11229"
M2039,"CHAMBERS ST E OF NORTH END AVE, New York, NY 10282"
R2616,"HYLAN BLVD AND TYSENS LANE, New York, NY 10306"
R0938,"HOUSEMAN AVE AND LA SALLE ST, New York, NY NA"
X4195,"THROGS NECK EXPY SB SVC RD AND LAFAYETTE, New York, NY 10465"
R0614,"FOX HILL TERR & HYLAN BLVD, New York, NY 10305"
Q4767,"SOUTH RD & 148 ST, New York, NY 11435"
R1243,"BIONIA AVE & MC CLEAN AVE, New York, NY 10305"
R0734,"DERBY COURT AND HAUGHTWOUT AVE, New York, NY 10302"
M8613,"FDR DR - E 115 TO E 118 ST, New York, NY NA"
M7313,"IRT 1-2-3 ? W 79 ST & BROADWAY, New York, NY 10023"
B8120,"FDNY HDQTRS 250 LIVINGSTON ST, New York, NY 11201"
Q9310,"ROOSEVELT AVE & WILLETS PT BLVD, New York, NY 11368"
R8750,"RICH PWAY BTW HUGUENOT AVE & OUTERBRIDGE, New York, NY NA"
Q8275,"PS 143 113 ST BET 34 & 37 AVES, New York, NY NA"
R2408,"CORONA AVE & CROFT CT\RICHMOND VFD, New York, NY 10306"
Q0424,"STA 256-IND F-PARSONS BLVD & HILLSIDE AV, New York, NY NA"
B8619,"GOWANUS XWAY & BELT PWAY, New York, NY 11220"
R0637,"NARROWS RD S 100' E OF HYLAN BLVD, New York, NY 10305"
M7303,"IRT 1 ? W 157 ST & BROADWAY, New York, NY 10031"
R1564,"VICTORY BLVD, OPP HODGES PL, New York, NY 10314"
X7446,"IRT  5 - MORRIS PARK  AVE & E 180 ST, New York, NY NA"
X8909,"NEW ENG THWY NB AT CONNER ST EXIT, New York, NY NA"
M7117,"BMT L - UNION SQ & 14 ST & BWAY, New York, NY NA"
R0037,"CENTRAL AVE & SLOSSON TERR, New York, NY 10301"
M7164,"IND A-C-E @ W 34 ST & 8 AVE-PENN STA, New York, NY 10001"
B7342,"IRT 2-3-4-5 @ FRANKLIN AVE & EASTERN PKW, New York, NY NA"
Q8039,"PS 219 /REAR BLDG./ 66-01 MAIN ST., New York, NY NA"
B7038,"BMT R @ 86 ST & 4 AVE, New York, NY NA"
X7383,"IRT 4 ? W 183 ST & JEROME AVE, New York, NY 10453"
R8719,"W SHORE XWAY N/B 150' S VICTORY BLVD, New York, NY NA"
R2863,"ST PATRICKS PL & W CEDARVIEW AV\RICH VFD, New York, NY 10306"
B8593,"P.S. 268 CLARKSON AVE. & EAST 53RD ST, New York, NY NA"
M7475,"IND Q - E 96 ST & 2 AVE, New York, NY 10128"
B8098,"PIER 6 PORT OF NY AUTH ATLANTIC AVE ON P, New York, NY NA"
R4734,"WOODVALE & VAIL AVES, New York, NY 10309"
R1764,"SOUTH GANNON AND WARWICK AVES, New York, NY 10314"
Q8112,"ST JOHNS UNIV-UTOPIA PKWY & KILDARE RD, New York, NY 11432"
Q8174,"L.I. JEWISH HOSPITAL 76 AVE & 270 ST, New York, NY 11004"
M7148,"IND A&C ? W 168 ST & BWAY, New York, NY NA"
R2937,"BRUNSWICK ST & RICHMOND HILL RD-VFD, New York, NY 10314"
M7145,"IND A - W 190 ST & FT WASH AVE, New York, NY NA"
R2313,"GLEN RD. & CARPENTER AVE., New York, NY 10314"
M8078,"MANHATTAN BRIDGE - BKLYN BOUND UPPER LEV, New York, NY NA"
Q8382,"BQE - BWAY/ROOSEVELT AVE TO GCP SPLIT, New York, NY 11377"
B8595,"GATEWAY NAT PK-BLDG 135-FLOYD BENNETT DR, New York, NY 11234"
Q3283,"GCP N-SVC RD & DITMARS BLVD, New York, NY 11370"
Q0060,"PD SAFETY UNIT-FLUSHING MEADOW PK-1500', New York, NY 11368"
B7188,"IND A&C @ EUCLID & PITKIN AVES, New York, NY 11208"
R3886,"RIDGECREST AVE & HILLCREST ST, New York, NY 10312"
Q6669,"GRAND CENTRAL PKWY & 208 ST, New York, NY 11427"
Q4173,"S/S METROPOLITAN AVE-350' EAST OF 65 PL., New York, NY 11379"
M7330,"IRT 1 ? SOUTH FERRY & SOUTH ST, New York, NY 10004"
Q0435,"STA 267-IND E-F-G-R-ROOSEVELT AVE & BWAY, New York, NY NA"
B1521,"OCEAN PKWY & PARK CIR, New York, NY 11226"
M4501,"TRUMP TOWER RESP ZONE- W56 ST - 5-6 AVES, New York, NY 10019"
R0056,"JERSEY ST OPP CRESCENT AVE, New York, NY 10301"
M8495,"H HUDSON PKWY - W 185 TO DYCKMAN ST, New York, NY NA"
M7153,"IND A-B-C-D ? W 125  ST & ST NICHOLAS AV, New York, NY NA"
R1494,"SEA VIEW AVE AND HYLAN BLVD, New York, NY 10305"
B7285,"IND G @ METROPOLITAN & UNION AVES, New York, NY NA"
R8742,"SI XWAY BTW VZ BRIDGE PLZ & RICHMOND RD, New York, NY 10305"
R2198,"MERRILL & GRAHAM AVES\OCEANIC VFD, New York, NY 10314"
R2459,"ROCKLAND & NEVADA AVES\RICHMOND VFD, New York, NY 10306"
R0369,"NORTH BURGHER AVE & SOUTH ST, New York, NY NA"
M8276,"H HUDSON PKWY - W 95-W 96 STS, New York, NY NA"
X8712,"PS 57, CROTONA AVE & 180 ST, New York, NY NA"
X7382,"IRT 4 - FORDHAM RD & JEROME AVE, New York, NY NA"
B8050,"BKLYN NAVY YARD -CUMBERLAND ST GATE-, New York, NY NA"
X4773,"E/S PARK AVE AT E 187 ST, New York, NY 10458"
Q8301,"RIKERS ISL VERNO CNTR-909 HAZEN ST, New York, NY 11370"
R0917,"WALKER ST & TRANTOR PL, New York, NY 10302"
X4165,"PHILIPS AVE & THROGS NECK XWAY S/B SR, New York, NY 10465"
B8355,"PS 149 SUTTER AVE BET WYONA & VERMONT AV, New York, NY NA"
R2442,"E BROADWAY & CRANFORD AVE/RVFD, New York, NY 10306"
R1165,"FOREST AVE AND EAST END OF MORROW ST, New York, NY 10303"
M7163,"IND A-C-E @ W 42 ST & 8 AVE-PA BUS TERM, New York, NY 10036"
B7181,"IND A&C @ UTICA AVE & FULTON ST, New York, NY 11233"
X2271,"CROMWELL AVE & 153 ST, New York, NY 10451"
Q4350,"20 AVE & 141 ST, New York, NY 11357"
B8623,"BELT PWAY BET BAY PWAY & CROPSEY AVE, New York, NY NA"
Q0064,"CORONA AVE & N/S HARDING XWAY, New York, NY 11375"
X8994,"HUDSON PWAY BTW W 247 ST & CITY LINE, New York, NY NA"
R1323,"LATHROP AND CRYSTAL AVES, New York, NY 10314"
R1549,"MANOR RD AND SOUTH GANNON AVE, New York, NY 10314"
R8479,"GATEWAY PARK MILLER FLD ZONE, New York, NY 10306"
X3542,"MOSHOLU PKWY N. & 206 ST, New York, NY 10467"
R3016,"HYLAN BLVD AND MALONE AVE, New York, NY 10306"
R4323,"VERNON & STAFFORD AVES, New York, NY 10309"
X7367,"IRT 6 -ST LAWRENCE AVE & WESTCHESTER AVE, New York, NY 10472"
Q8359,"CROSS IS PKWY- LINDEN BL TO JAMAICA AVE, New York, NY NA"
Q8350,"BQE - WEST LEG -NORTHERN BLVD TO RFK BRG, New York, NY NA"
M7310,"IRT  1?2-3 - W 96 ST & BROADWAY, New York, NY NA"
Q0442,"STA 274- IND E&V- 23 ST & ELY AVE, New York, NY NA"
R2855,"SANDALWOOD DR & CHERRYWOOD CT/RICH VFD, New York, NY 10308"
Q0850,"LIRR RLO - 93-02 SUTPHIN BL @ ARCHER AV, New York, NY NA"
R0480,"MOSEL AVE & OSGOOD AVE, New York, NY 10304"
X7424,"IRT 2&5 - PELHAM PKWY & WHITE PLAINS RD, New York, NY NA"
R2968,"WINDHAM LOOP & KATHY PL  VFD, New York, NY 10314"
R4049,"ELSWORTH AVE AND SINCLAIR AVE, New York, NY 10312"
R1221,"AGNES PL & MC LAUGHLIN ST, New York, NY 10305"
R0241,"BAY & BROAD STS, New York, NY 10304"
R3471,"GREAVES LA & STERN CT, New York, NY NA"
B7178,"IND C @ FRANKLIN AVE & FULTON ST, New York, NY 11238"
R1452,"CAPODANNO BLVD & BURGHER AVE, New York, NY 10305"
R0367,"NORTH BURGHER & MYRTLE AVES, New York, NY 10310"
R4327,"MARISA CIRCLE-WEST END, New York, NY 10309"
X7418,"IRT 2&5 - E 233 ST & WHITE PLAINS RD, New York, NY NA"
X8957,"WILLIS AVE BRIDGE>>, New York, NY NA"
M7007,"BMT N-R @ LEXINGTON AVE & E 59 ST, New York, NY NA"
R4122,"CHURCHILL AVE AND HALLISTER ST, New York, NY 10309"
M8602,"FDR DR - OLD SLIP TO PIKE SLIP, New York, NY 10038"
R2434,"ST. GEORGE RD & BOYLE PL\RICHMOND VFD, New York, NY 10306"
R1920,"LAMBERTS LA & ELSON ST, New York, NY 10314"
Q4316,"14 AVE & 144 ST\WHITESTONE EXPY, New York, NY NA"
B8585,"KINGSBORO COMM CLGE-FT OF ORIENTAL BLVD, New York, NY 11235"
X8877,"BRUCKNER EXPY BET TRIBORO BRDG & 138 ST, New York, NY 10454"
M7393,"IRT 6 @ E 116 ST & LEXINGTON AVE, New York, NY NA"
R0559,"EGBERT AVE & MANOR RD, New York, NY 10310"
M7465,"IRT 7 ? E 42 ST - GRAND CNT STA, New York, NY NA"
R4596,"VETERANS RD W & WEST SHORE PKWY, New York, NY 10309"
Q8496,"VAN WYCK EXPY - ROCKAWAY BLVD TO JFK, New York, NY NA"
R2469,"AMBOY RD & VINCENT AVE/RVFD, New York, NY 10306"
R2224,"ROSE AVE AND 10TH ST, New York, NY 10306"
R3162,"WILD AVE & ROSWELL AVE/OVFD, New York, NY 10314"
M8436,"LINCOLN TUNL S TUBE DYER PL & W 40 ST, New York, NY 10018"
M7012,"BMT N-Q-R @ W 34 ST ? HERALD SQ, New York, NY NA"
R0998,"HARBOR RD AND RICHMOND TERRACE, New York, NY 10303"
R1214,"CAPODANNO BLVD & WENTWORTH AVE, New York, NY 10305"
B8402,"P.S. 279, AVENUE K & EAST 104TH ST, New York, NY NA"
R0274,"EDGAR TERR & AVON PL, New York, NY 10301"
Q0422,"STA 254-IND F- 179 ST & HILLSIDE AVE, New York, NY NA"
B8690,"JACKIE ROBINSON PKWY - BUSHWICH AVE, New York, NY NA"
R4518,"MAIN AND ELLIS STS, New York, NY NA"
R2848,"TANGLEWOOD DR & TEAKWOOD CT/RICHMOND VFD, New York, NY 10308"
X8992,"MOSHOLU PWAY EXTENSION, New York, NY 10471"
R0694,"FR CAPODANNO BLVD & OCEAN AVE, New York, NY 10305"
R0965,"VAN NAME AVE & FOREST AVE, New York, NY 10303"
Q0421,"STA 221-IND F-QUEENSBRIDGE 21 ST & 41 AV, New York, NY 11101"
R3530,"ARDEN AVE & VETERANS RD EAST, New York, NY 10309"
Q8367,"CROSS IS PKWY- WHITESTONE BRDG APPROACH, New York, NY 11357"
X4446,"PRATT AVE AND BOSTON RD, New York, NY 10475"
Q9447,"BOOTH MEMORIAL AV & COLLEGE PT BLVD, New York, NY NA"
X4452,"BOSTON RD & MC OWEN AV-NEAR CITY LINE, New York, NY 10466"
M2038,"CHAMBERS ST & RIVER TERR, New York, NY 10282"
Q7134,"THOMSON AVE OPP. 44 RD, New York, NY 11101"
R0937,"GRANITE AVE AND RICHMOND TERRACE, New York, NY 10303"
M8512,"RIVERBANK PARK AMPHTHEATER, New York, NY NA"
Q4665,"E/S OF WOODHAVEN BLVD & UNION TURNPIKE, New York, NY 11385"
B8620,"BELT PWAY BET 67 ST & 4 AVE, New York, NY NA"
R2094,"OTIS AVE AND HYLAN BLVD, New York, NY 10306"
X7389,"IRT 4 -E 161 ST & JEROME AVE?YANKEE STAD, New York, NY NA"
X4257,"NB SVC RD BRUCKNER EXPY & COUNTRY CLUB R, New York, NY 10465"
B7334,"IRT 2&3 @ CLARK & HENRY STS, New York, NY NA"
M7015,"BMT N-Q-R @ UNION SQ ? E 14 ST, New York, NY NA"
Q2040,"161 AVE & 104 ST, New York, NY 11414"
R0401,"SKYLINE DR & LONG POND LN, New York, NY 10304"
R1955,"RICHARD LA & MORANI ST, New York, NY 10314"
Q8233,"PS 197 BEACH 9 ST & HICKVILLE RD., New York, NY 11375"
R1256,"HYLAN BLVD AND SAND LANE, New York, NY 10305"
R8042,"US NAVAL STATION BAY STREET, New York, NY NA"
Q8361,"CROSS ISL/BELT PKWY BET 135 & 121 AVES, New York, NY NA"
X8933,"NEW ENGLAND THWY ENTRANCE AT BARTOW AVE, New York, NY NA"
M1005,"FREEDOM PL & W 62 ST, New York, NY 10069"
R1557,"LINCOLN ST & AREA PL, New York, NY 10314"
R0977,"VAN PELT AVE AND RICHMOND TERRACE, New York, NY 10303"
X8991,"THROGS NK EXWY -BARKLEY TO KEARNEY AV->, New York, NY NA"
M8752,"H HUDSON PKWY - W 158 TO W 166 STS->, New York, NY NA"
R1912,"JARDINE AVE & MORGAN LA, New York, NY 10314"
X8993,"HUDSON PWAY BTW EDSALL AVE & W 246 ST, New York, NY NA"
R0670,"FINGERBOARD ROAD & HYLAN BLVD., New York, NY 10305"
R2574,"SOUTH & TRAVIS AVES\OCEANIC VFD, New York, NY 10314"
M7225,"IND B-D-F-V @ W 47 ST & 6 AVE, New York, NY 10020"
X7390,"IRT 4 - E 149 ST & GRAND CONCOURSE, New York, NY 10451"
R8746,"SI XWAY BTW RICHMOND AVE & SOUTH AVE, New York, NY 10314"
R3607,"AMANDER COURT & ASPEN KNOLLS WAY, New York, NY 10312"
R3892,"HYLAN BLVD & RICHMOND AVE, New York, NY 10312"
X8804,"PS 16, CARPENTER AVE & 239TH ST, New York, NY NA"
M7314,"IRT 1 ? W 66 ST & BROADWAY, New York, NY NA"
Q8494,"VAN WYCK EXPY- HILLSIDE TO ATLANTIC AVES, New York, NY NA"
B7176,"IND C @ LAFAYETTE AVE & FULTON ST, New York, NY NA"
M8277,"H HUDSON PKWY - W 97 TO W 99 STS, New York, NY NA"
M7229,"IND F&V @ W 14 ST & 6 AVE, New York, NY 10011"
R1066,"GLENDALE AND RAILROAD AVES, New York, NY 10304"
R0891,"HOWARD AVE OPP HILLSIDE AVE, New York, NY 10301"
Q8357,"MIDTOWN EXPY - 61 ST TO 75 ST, New York, NY NA"
B8001,"PULASKI BR BKLYN SIDE, New York, NY NA"
R2946,"FOREST HILL & RICHMOND HILL RDS\RICH VFD, New York, NY 10314"
M7318,"IRT 1-2-3 ? W 34 ST & 7 AVE, New York, NY 10001"
M8491,"GEORGE WASHINGTON BRIDGE LOWER DECK, New York, NY NA"
R4574,"ARTHUR KILL RD AND SOUTH BRIDGE ST, New York, NY 10309"
B7359,"IRT 2&5 @ FLATBUSH & NOSTRAND AVES, New York, NY NA"
Q8017,"PS 183 BCH CHANNEL DR BET BCH 79 & 80 ST, New York, NY NA"
X8528,"LINCOLN HLTH CTR, 149 ST & MORRIS AV-TEL, New York, NY NA"
R3457,"AMBOY RD AND KEEGANS LANE, New York, NY 10308"
Q9404,"41 AVE-800' EAST OF LAWRENCE ST, New York, NY 11355"
X4080,"S/S CROSS BX XWAY & HARDING AVE, New York, NY 10465"
M7411,"IRT 4-5-6 ? CITY HALL BK BRDG & PARK ROW, New York, NY 10007"
M7276,"IND E&V @ 5 AVE & E 53 ST, New York, NY NA"
M8168,"550 1 AV-NYU MEDICAL CENTER, New York, NY 10016"
M7440,"IRT 2&3 ? W 116 ST & LENOX AVE, New York, NY NA"
Q8351,"MIDTOWN EXPY - VAN DAM ST TO 42 ST, New York, NY NA"
X4084,"CROSS BX EXPY & MEAGHER AV-EB SVC RD, New York, NY 10465"
B7053,"BMT B&Q @ NECK RD & E 16 ST, New York, NY NA"
R0622,"MARYLAND AVE & KEELEY ST, New York, NY 10305"
M8454,"WARDS ISL DEP PLANT MULTI BLDGS, New York, NY NA"
Q8385,"CROSS IS PWAY & HILLSIDE AVE, New York, NY NA"
X4500,"SHORE RD & PELHAM BRIDGE N APPROACH, New York, NY NA"
Q8503,"JAMAICA AVE & ELDERTS LA, New York, NY 11208"
M8334,"ICAHN STADIUM RANDALL?S IS-10 CENTRAL RD, New York, NY NA"
M7105,"BMT LP J-M-Z CHAMBERS & CENTRE STS, New York, NY NA"
R2444,"AMBOY RD & GUYON AVE\RICHMOND VFD, New York, NY 10306"
M2023,"RECTOR PL & SOUTH END AVE, New York, NY NA"
R0799,"NICHOLAS AVE AND RICHMOND TERRACE, New York, NY 10302"
M8737,"H HUDSON PKWY - W 125 TO W 133 STS->, New York, NY NA"
R0957,"WRIGHT AVE & RICHMOND TERR, New York, NY 10303"
M1924,"OPP TRAMWAY ENT RSVLT IS, New York, NY 10044"
R3286,"ARTHUR KILL RD & ELVERTON AVE\RICH VFD, New York, NY 10308"
R2090,"PRESCOTT AND SOUTH RAILROAD AVES, New York, NY 10306"
B7136,"BMT L @ NEW LOTS & VAN SINDEREN AVES, New York, NY NA"
