,AlarmBoxwBorough,Address,Lat,Lon
555,M8495,"H HUDSON PKWY - W 185 TO DYCKMAN ST, New York, NY NA",NA,NA
556,M7153,"IND A-B-C-D ? W 125  ST & ST NICHOLAS AV, New York, NY NA",40.8107804,-73.9525943
557,R1494,"SEA VIEW AVE AND HYLAN BLVD, New York, NY 10305",40.5866205,-74.0919366
558,B7285,"IND G @ METROPOLITAN & UNION AVES, New York, NY NA",38.8528348,-94.7615986
559,R8742,"SI XWAY BTW VZ BRIDGE PLZ & RICHMOND RD, New York, NY 10305",40.6066162,-74.0446602
560,R2198,"MERRILL & GRAHAM AVES\OCEANIC VFD, New York, NY 10314",36.0925854,-95.9587688
561,R2459,"ROCKLAND & NEVADA AVES\RICHMOND VFD, New York, NY 10306",42.1306563,-70.9161551
562,R0369,"NORTH BURGHER AVE & SOUTH ST, New York, NY NA",40.6327083,-74.114088
563,M8276,"H HUDSON PKWY - W 95-W 96 STS, New York, NY NA",40.8882034,-73.9117214
564,X8712,"PS 57, CROTONA AVE & 180 ST, New York, NY NA",40.848681,-73.8888478
565,X7382,"IRT 4 - FORDHAM RD & JEROME AVE, New York, NY NA",40.8625345,-73.9008859
566,B8050,"BKLYN NAVY YARD -CUMBERLAND ST GATE-, New York, NY NA",40.6781784,-73.9441579
567,X4773,"E/S PARK AVE AT E 187 ST, New York, NY 10458",40.8584038,-73.892996
568,Q8301,"RIKERS ISL VERNO CNTR-909 HAZEN ST, New York, NY 11370",40.7921377,-73.8864467
569,R0917,"WALKER ST & TRANTOR PL, New York, NY 10302",35.2959066,-89.661893
570,X4165,"PHILIPS AVE & THROGS NECK XWAY S/B SR, New York, NY 10465",36.0974982,-79.7504359
571,B8355,"PS 149 SUTTER AVE BET WYONA & VERMONT AV, New York, NY NA",40.6694368,-73.8927947
572,R2442,"E BROADWAY & CRANFORD AVE/RVFD, New York, NY 10306",40.7140538,-73.9901963
573,R1165,"FOREST AVE AND EAST END OF MORROW ST, New York, NY 10303",40.6255926,-74.1350407
574,M7163,"IND A-C-E @ W 42 ST & 8 AVE-PA BUS TERM, New York, NY 10036",40.7578775,-73.9913276
575,B7181,"IND A&C @ UTICA AVE & FULTON ST, New York, NY 11233",NA,NA
576,X2271,"CROMWELL AVE & 153 ST, New York, NY 10451",34.1140381,-118.2880962
577,Q4350,"20 AVE & 141 ST, New York, NY 11357",43.995049,-88.6164834
578,B8623,"BELT PWAY BET BAY PWAY & CROPSEY AVE, New York, NY NA",40.593617,-73.999141
579,Q0064,"CORONA AVE & N/S HARDING XWAY, New York, NY 11375",33.9757173,-118.1975979
580,X8994,"HUDSON PWAY BTW W 247 ST & CITY LINE, New York, NY NA",40.8882034,-73.9117214
581,R1323,"LATHROP AND CRYSTAL AVES, New York, NY 10314",40.6177549,-74.142214
582,R1549,"MANOR RD AND SOUTH GANNON AVE, New York, NY 10314",40.609364,-74.1212715
583,R8479,"GATEWAY PARK MILLER FLD ZONE, New York, NY 10306",40.5673593,-74.0990361
584,X3542,"MOSHOLU PKWY N. & 206 ST, New York, NY 10467",40.885055,-73.8869527
585,R3016,"HYLAN BLVD AND MALONE AVE, New York, NY 10306",40.5594766,-74.1248803
586,R4323,"VERNON & STAFFORD AVES, New York, NY 10309",34.003903,-118.230073
587,X7367,"IRT 6 -ST LAWRENCE AVE & WESTCHESTER AVE, New York, NY 10472",40.8338185,-73.8677725
588,Q8359,"CROSS IS PKWY- LINDEN BL TO JAMAICA AVE, New York, NY NA",40.6907895,-73.7272692
589,Q8350,"BQE - WEST LEG -NORTHERN BLVD TO RFK BRG, New York, NY NA",NA,NA
590,M7310,"IRT  1?2-3 - W 96 ST & BROADWAY, New York, NY NA",40.7916326,-73.9650251
591,Q0442,"STA 274- IND E&V- 23 ST & ELY AVE, New York, NY NA",40.2833047,-74.0407215
592,R2855,"SANDALWOOD DR & CHERRYWOOD CT/RICH VFD, New York, NY 10308",43.7268149,-79.7978914
593,Q0850,"LIRR RLO - 93-02 SUTPHIN BL @ ARCHER AV, New York, NY NA",40.6996,-73.80853
594,R0480,"MOSEL AVE & OSGOOD AVE, New York, NY 10304",40.6085938,-74.0805995
595,X7424,"IRT 2&5 - PELHAM PKWY & WHITE PLAINS RD, New York, NY NA",NA,NA
596,R2968,"WINDHAM LOOP & KATHY PL  VFD, New York, NY 10314",40.5778571,-74.1629182
597,R4049,"ELSWORTH AVE AND SINCLAIR AVE, New York, NY 10312",40.5412105,-74.1990261
598,R1221,"AGNES PL & MC LAUGHLIN ST, New York, NY 10305",35.1245938,-90.0197286
599,R0241,"BAY & BROAD STS, New York, NY 10304",30.1805306,-85.684578
600,R3471,"GREAVES LA & STERN CT, New York, NY NA",38.654703,-76.085029
601,B7178,"IND C @ FRANKLIN AVE & FULTON ST, New York, NY 11238",40.6807712,-73.9558714
602,R1452,"CAPODANNO BLVD & BURGHER AVE, New York, NY 10305",40.5681991,-74.092782
603,R0367,"NORTH BURGHER & MYRTLE AVES, New York, NY 10310",40.6327083,-74.114088
604,R4327,"MARISA CIRCLE-WEST END, New York, NY 10309",40.5379409,-74.2163888
605,X7418,"IRT 2&5 - E 233 ST & WHITE PLAINS RD, New York, NY NA",NA,NA
606,X8957,"WILLIS AVE BRIDGE>>, New York, NY NA",40.8042473,-73.927411
607,M7007,"BMT N-R @ LEXINGTON AVE & E 59 ST, New York, NY NA",40.7382169,-73.9856803
608,R4122,"CHURCHILL AVE AND HALLISTER ST, New York, NY 10309",40.5294587,-74.2196042
609,M8602,"FDR DR - OLD SLIP TO PIKE SLIP, New York, NY 10038",NA,NA
610,R2434,"ST. GEORGE RD & BOYLE PL\RICHMOND VFD, New York, NY 10306",37.791883,-121.9598052
611,R1920,"LAMBERTS LA & ELSON ST, New York, NY 10314",30.7400832,-89.8752648
612,Q4316,"14 AVE & 144 ST\WHITESTONE EXPY, New York, NY NA",41.4980552,-90.498967
613,B8585,"KINGSBORO COMM CLGE-FT OF ORIENTAL BLVD, New York, NY 11235",40.5786362,-73.9345287
614,X8877,"BRUCKNER EXPY BET TRIBORO BRDG & 138 ST, New York, NY 10454",40.8246543,-73.8709733
615,M7393,"IRT 6 @ E 116 ST & LEXINGTON AVE, New York, NY NA",40.8001851,-73.9460393
616,R0559,"EGBERT AVE & MANOR RD, New York, NY 10310",39.1604319,-84.5180209
617,M7465,"IRT 7 ? E 42 ST - GRAND CNT STA, New York, NY NA",40.7526116,-73.977327
618,R4596,"VETERANS RD W & WEST SHORE PKWY, New York, NY 10309",40.540756,-74.2247235
619,Q8496,"VAN WYCK EXPY - ROCKAWAY BLVD TO JFK, New York, NY NA",NA,NA
620,R2469,"AMBOY RD & VINCENT AVE/RVFD, New York, NY 10306",40.5347417,-74.1845284
621,R2224,"ROSE AVE AND 10TH ST, New York, NY 10306",40.571744,-74.1150058
622,R3162,"WILD AVE & ROSWELL AVE/OVFD, New York, NY 10314",40.5879395,-74.1905512
623,M8436,"LINCOLN TUNL S TUBE DYER PL & W 40 ST, New York, NY 10018",40.7624908,-74.0099137
624,M7012,"BMT N-Q-R @ W 34 ST ? HERALD SQ, New York, NY NA",40.7507815,-73.9889593
625,R0998,"HARBOR RD AND RICHMOND TERRACE, New York, NY 10303",40.6371671,-74.1602064
626,R1214,"CAPODANNO BLVD & WENTWORTH AVE, New York, NY 10305",40.5681991,-74.092782
627,B8402,"P.S. 279, AVENUE K & EAST 104TH ST, New York, NY NA",40.6440627,-73.8922724
628,R0274,"EDGAR TERR & AVON PL, New York, NY 10301",40.6353915,-74.0818244
629,Q0422,"STA 254-IND F- 179 ST & HILLSIDE AVE, New York, NY NA",40.712646,-73.783817
630,B8690,"JACKIE ROBINSON PKWY - BUSHWICH AVE, New York, NY NA",40.6887278,-73.8862997
631,R4518,"MAIN AND ELLIS STS, New York, NY NA",40.7127753,-74.0059728
632,R2848,"TANGLEWOOD DR & TEAKWOOD CT/RICHMOND VFD, New York, NY 10308",37.549031,-97.247437
633,X8992,"MOSHOLU PWAY EXTENSION, New York, NY 10471",40.895832,-73.8847392
634,R0694,"FR CAPODANNO BLVD & OCEAN AVE, New York, NY 10305",40.5813289,-74.0755744
635,R0965,"VAN NAME AVE & FOREST AVE, New York, NY 10303",40.6303829,-74.1538482
636,Q0421,"STA 221-IND F-QUEENSBRIDGE 21 ST & 41 AV, New York, NY 11101",40.7541777,-73.9424742
637,R3530,"ARDEN AVE & VETERANS RD EAST, New York, NY 10309",40.5536978,-74.1930312
638,Q8367,"CROSS IS PKWY- WHITESTONE BRDG APPROACH, New York, NY 11357",40.7870226,-73.8237661
639,X4446,"PRATT AVE AND BOSTON RD, New York, NY 10475",40.885293,-73.829538
640,Q9447,"BOOTH MEMORIAL AV & COLLEGE PT BLVD, New York, NY NA",40.7425917,-73.8120297
641,X4452,"BOSTON RD & MC OWEN AV-NEAR CITY LINE, New York, NY 10466",40.8586661,-73.8676864
642,M2038,"CHAMBERS ST & RIVER TERR, New York, NY 10282",40.7155738,-74.0093595
643,Q7134,"THOMSON AVE OPP. 44 RD, New York, NY 11101",40.7457309,-73.9399141
644,R0937,"GRANITE AVE AND RICHMOND TERRACE, New York, NY 10303",40.637581,-74.147003
645,M8512,"RIVERBANK PARK AMPHTHEATER, New York, NY NA",40.8265161,-73.9574324
646,Q4665,"E/S OF WOODHAVEN BLVD & UNION TURNPIKE, New York, NY 11385",40.7088522,-73.8596335
647,B8620,"BELT PWAY BET 67 ST & 4 AVE, New York, NY NA",40.6354904,-73.8804439
648,R2094,"OTIS AVE AND HYLAN BLVD, New York, NY 10306",40.5731937,-74.106941
649,X7389,"IRT 4 -E 161 ST & JEROME AVE?YANKEE STAD, New York, NY NA",40.8245117,-73.9148748
650,X4257,"NB SVC RD BRUCKNER EXPY & COUNTRY CLUB R, New York, NY 10465",40.8240844,-73.8762153
651,B7334,"IRT 2&3 @ CLARK & HENRY STS, New York, NY NA",NA,NA
652,M7015,"BMT N-Q-R @ UNION SQ ? E 14 ST, New York, NY NA",40.7352883,-73.9900295
653,Q2040,"161 AVE & 104 ST, New York, NY 11414",47.588913,-122.1213299
654,R0401,"SKYLINE DR & LONG POND LN, New York, NY 10304",38.4523421,-78.4669096
655,R1955,"RICHARD LA & MORANI ST, New York, NY 10314",30.4218671,-92.3129067
656,Q8233,"PS 197 BEACH 9 ST & HICKVILLE RD., New York, NY 11375",40.5998712,-73.7440001
657,R1256,"HYLAN BLVD AND SAND LANE, New York, NY 10305",40.5981677,-74.0722832
658,R8042,"US NAVAL STATION BAY STREET, New York, NY NA",40.6115301,-74.0620522
659,Q8361,"CROSS ISL/BELT PKWY BET 135 & 121 AVES, New York, NY NA",40.6966493,-73.7274972
660,X8933,"NEW ENGLAND THWY ENTRANCE AT BARTOW AVE, New York, NY NA",40.8690786,-73.8303191
661,M1005,"FREEDOM PL & W 62 ST, New York, NY 10069",40.776489,-73.988724
662,R1557,"LINCOLN ST & AREA PL, New York, NY 10314",38.7992104,-90.5983374
663,R0977,"VAN PELT AVE AND RICHMOND TERRACE, New York, NY 10303",40.6367962,-74.1547707
664,X8991,"THROGS NK EXWY -BARKLEY TO KEARNEY AV->, New York, NY NA",40.8173966,-73.8115245
665,M8752,"H HUDSON PKWY - W 158 TO W 166 STS->, New York, NY NA",40.836104,-73.929255
666,R1912,"JARDINE AVE & MORGAN LA, New York, NY 10314",34.2578174,-118.3037844
667,X8993,"HUDSON PWAY BTW EDSALL AVE & W 246 ST, New York, NY NA",40.8783739,-73.9214072
668,R0670,"FINGERBOARD ROAD & HYLAN BLVD., New York, NY 10305",39.3372245,-77.3294258
669,R2574,"SOUTH & TRAVIS AVES\OCEANIC VFD, New York, NY 10314",37.417282,-95.626369
670,M7225,"IND B-D-F-V @ W 47 ST & 6 AVE, New York, NY 10020",40.7609175,-73.9886627
671,X7390,"IRT 4 - E 149 ST & GRAND CONCOURSE, New York, NY 10451",40.8044005,-73.9372187
672,R8746,"SI XWAY BTW RICHMOND AVE & SOUTH AVE, New York, NY 10314",40.5802854,-74.1692436
673,R3607,"AMANDER COURT & ASPEN KNOLLS WAY, New York, NY 10312",33.239696,-97.346688
674,R3892,"HYLAN BLVD & RICHMOND AVE, New York, NY 10312",40.5462073,-74.1418065
675,X8804,"PS 16, CARPENTER AVE & 239TH ST, New York, NY NA",40.9023625,-73.8543623
676,M7314,"IRT 1 ? W 66 ST & BROADWAY, New York, NY NA",40.7717147,-73.9774233
677,Q8494,"VAN WYCK EXPY- HILLSIDE TO ATLANTIC AVES, New York, NY NA",NA,NA
678,B7176,"IND C @ LAFAYETTE AVE & FULTON ST, New York, NY NA",40.6860052,-73.9733163
679,M8277,"H HUDSON PKWY - W 97 TO W 99 STS, New York, NY NA",NA,NA
680,M7229,"IND F&V @ W 14 ST & 6 AVE, New York, NY 10011",32.7755516,-96.3123127
681,R1066,"GLENDALE AND RAILROAD AVES, New York, NY 10304",40.5988026,-74.0872822
682,R0891,"HOWARD AVE OPP HILLSIDE AVE, New York, NY 10301",40.717583,-73.765919
683,Q8357,"MIDTOWN EXPY - 61 ST TO 75 ST, New York, NY NA",NA,NA
684,B8001,"PULASKI BR BKLYN SIDE, New York, NY NA",40.6931984,-73.9420023
685,R2946,"FOREST HILL & RICHMOND HILL RDS\RICH VFD, New York, NY 10314",32.6720777,-97.2691812
686,M7318,"IRT 1-2-3 ? W 34 ST & 7 AVE, New York, NY 10001",40.751056,-73.9903102
687,M8491,"GEORGE WASHINGTON BRIDGE LOWER DECK, New York, NY NA",40.8516964,-73.9527159
688,R4574,"ARTHUR KILL RD AND SOUTH BRIDGE ST, New York, NY 10309",40.5106395,-74.2527151
689,B7359,"IRT 2&5 @ FLATBUSH & NOSTRAND AVES, New York, NY NA",NA,NA
690,Q8017,"PS 183 BCH CHANNEL DR BET BCH 79 & 80 ST, New York, NY NA",40.5894312,-73.805905
691,X8528,"LINCOLN HLTH CTR, 149 ST & MORRIS AV-TEL, New York, NY NA",40.8169418,-73.9244146
692,R3457,"AMBOY RD AND KEEGANS LANE, New York, NY 10308",40.553099,-74.14234
693,Q9404,"41 AVE-800' EAST OF LAWRENCE ST, New York, NY 11355",40.7600597,-73.8233077
694,X4080,"S/S CROSS BX XWAY & HARDING AVE, New York, NY 10465",NA,NA
695,M7411,"IRT 4-5-6 ? CITY HALL BK BRDG & PARK ROW, New York, NY 10007",40.7130543,-74.0041027
696,M7276,"IND E&V @ 5 AVE & E 53 ST, New York, NY NA",40.2671941,-86.1349019
697,M8168,"550 1 AV-NYU MEDICAL CENTER, New York, NY 10016",40.7467775,-73.9722265
698,M7440,"IRT 2&3 ? W 116 ST & LENOX AVE, New York, NY NA",NA,NA
699,Q8351,"MIDTOWN EXPY - VAN DAM ST TO 42 ST, New York, NY NA",NA,NA
700,X4084,"CROSS BX EXPY & MEAGHER AV-EB SVC RD, New York, NY 10465",40.8331965,-73.8605665
701,B7053,"BMT B&Q @ NECK RD & E 16 ST, New York, NY NA",NA,NA
702,R0622,"MARYLAND AVE & KEELEY ST, New York, NY 10305",32.7763819,-117.0386028
703,M8454,"WARDS ISL DEP PLANT MULTI BLDGS, New York, NY NA",40.7932271,-73.9212858
704,Q8385,"CROSS IS PWAY & HILLSIDE AVE, New York, NY NA",NA,NA
705,X4500,"SHORE RD & PELHAM BRIDGE N APPROACH, New York, NY NA",40.6150287,-74.0389389
706,Q8503,"JAMAICA AVE & ELDERTS LA, New York, NY 11208",40.7022991,-73.8038488
707,M8334,"ICAHN STADIUM RANDALL?S IS-10 CENTRAL RD, New York, NY NA",40.7929773,-73.9244123
708,M7105,"BMT LP J-M-Z CHAMBERS & CENTRE STS, New York, NY NA",NA,NA
709,R2444,"AMBOY RD & GUYON AVE\RICHMOND VFD, New York, NY 10306",40.5347417,-74.1845284
710,M2023,"RECTOR PL & SOUTH END AVE, New York, NY NA",40.7093544,-74.0168131
711,R0799,"NICHOLAS AVE AND RICHMOND TERRACE, New York, NY 10302",40.6397091,-74.1390966
712,M8737,"H HUDSON PKWY - W 125 TO W 133 STS->, New York, NY NA",40.840407,-73.946055
713,R0957,"WRIGHT AVE & RICHMOND TERR, New York, NY 10303",34.732424,-92.302121
714,M1924,"OPP TRAMWAY ENT RSVLT IS, New York, NY 10044",40.7629972,-73.9493952
715,R3286,"ARTHUR KILL RD & ELVERTON AVE\RICH VFD, New York, NY 10308",40.5558469,-74.2016273
716,R2090,"PRESCOTT AND SOUTH RAILROAD AVES, New York, NY 10306",40.5778867,-74.1107821
717,B7136,"BMT L @ NEW LOTS & VAN SINDEREN AVES, New York, NY NA",40.6632873,-73.8897877
718,R1901,"LAMBERTS LANE AND ASTOR AVE, New York, NY 10314",40.615049,-74.1593057
719,R4829,"BREHAUT AVE AND AMBOY RD, New York, NY 10307",40.5125473,-74.2387868
720,R1528,"WESTWOOD AND MOUNTAIN VIEW AVES, New York, NY 10314",40.6060793,-74.1259306
721,M7308,"IRT 1 ? W 110 ST & BROADWAY, New York, NY NA",40.8012184,-73.9592644
722,Q0306,"JFK AIRPORT - AREA D, New York, NY NA",40.6515853,-73.8111519
723,R3144,"VICTORY BLVD & ALBERTA AV\OCEANIC VFD, New York, NY 10314",34.1866424,-118.4821814
724,M8246,"PARKING AREA W. OF H'WAY 79 ST., New York, NY NA",40.7754616,-73.9915197
725,X4331,"HUTCHINSON RIV PKWY E OPP BLDG 32A-SOUTH, New York, NY 10475",40.8652023,-73.8238286
726,R0745,"DECKER AVE AND MONTELL ST, New York, NY 10302",40.6281899,-74.1373069
727,R0144,"CLINTON AVE & FILMORE ST, New York, NY 10301",40.6903067,-73.9682473
728,M7232,"IND F&V @ 2 AVE & E HOUSTON ST, New York, NY NA",32.7755516,-96.3123127
729,X7371,"IRT 6 - HUNT POINT AVE & WESTCHESTER AVE, New York, NY NA",40.8208037,-73.8908812
730,R2884,"ARDSLEY & KENSICO STS\RICHMOND VFD, New York, NY 10306",41.0106531,-73.8437452
731,B7129,"BMT L @ HALSEY ST & WYCKOFF AVE, New York, NY NA",40.6957775,-73.9044092
732,M8420,"LIBERTY ISLAND->, New York, NY NA",40.6892494,-74.0445004
733,B7035,"BMT N&R @ 59 ST & 4 AVE, New York, NY NA",40.7127753,-74.0059728
734,R1562,"TODT HILL RD & NORTH GANNON AVE, New York, NY NA",40.5971579,-74.1113185
735,X3910,"ARLINGTON AVE & 100? SOUTH OF W 252 ST, New York, NY 10471",39.771183,-86.063835
736,B7073,"BMT N @ NEW UTRECHT AVE & 62 ST, New York, NY 11219",40.6263875,-73.9969283
737,X7381,"IRT 4 - KINGSBRIDGE RD & JEROME AVE, New York, NY 10468",40.8798248,-74.2707208
738,M7147,"IND A ? W 175 ST & FT WASH AVE, New York, NY NA",40.8451461,-73.9358841
739,M7143,"IND A - W 207 ST & BWAY ST, New York, NY 10034",40.8659738,-73.9200805
740,X8727,"JACOBI HOSP NEW HOSP BLDG 6, New York, NY NA",40.8560285,-73.8463633
741,B7337,"IRT 2-3-4-5 @ NEVINS ST & FLATBUSH AVE, New York, NY 11217",40.688022,-73.9809475
742,Q4381,"IRVING AVE & DECATUR ST, New York, NY NA",44.9493408,-93.3026063
743,R4539,"AMBOY RD, AND RICHMOND VALLEY RD, New York, NY 10309",40.5196501,-74.2284899
744,B7349,"IRT 3 @ JUNIUS ST & LIVONIA AVE, New York, NY 11212",40.6634442,-73.9029117
745,R1732,"WOOLEY AND PURDY AVES, New York, NY 10314",40.609798,-74.141067
746,R3874,"HYLAN BLVD & WINCHESTER AVE, New York, NY 10312",40.5462073,-74.1418065
747,R1177,"FOREST AVE & GULF AVE, New York, NY NA",39.0486564,-94.5716854
748,M8724,"H HUDSON PKWY - W 78-W 79 STS->, New York, NY NA",40.8882034,-73.9117214
749,M7304,"IRT 1 ? W 145 ST & BROADWAY, New York, NY NA",40.8238722,-73.9443612
750,Q3273,"GCP E/B SVC RD 300' S OF 25 AVE, New York, NY 11369",40.764129,-73.8765
751,Q0447,"STA 447 IRT #7 MAIN ST & ROOSEVELT AVE, New York, NY NA",NA,NA
752,R1119,"SPARTAN AVE & ROSECLIFFE RD, New York, NY 10303",40.6254599,-74.164148
753,M8749,"H HUDSON PKWY - W 155 TO W 157 STS->, New York, NY NA",40.840407,-73.946055
754,Q8390,"HARDING XWAY & BELL BLVD, New York, NY NA",NA,NA
755,X8971,"DEEGAN EXPY- MOSHOLU PKWY & CITY LINE, New York, NY NA",40.8626835,-73.9116584
756,M8601,"FDR DR- BATTERK PK UNDERPASS TO OLD SLIP, New York, NY 10004",40.701501,-74.0119752
757,R0457,"WANDELL AVE & VAN DUZER ST, New York, NY 10304",40.6152205,-74.0893714
758,R3414,"JUSTIN AND TWOMBLEY AVES, New York, NY 10306",40.5729336,-74.1298684
759,B8622,"BELT PWAY BET BAY 8 ST & BAY PWAY, New York, NY NA",40.6354904,-73.8804439
760,Q3501,"COLLEGE PT BLVD & N-SVC RD H HARDING EXP, New York, NY NA",40.7668878,-73.8391989
761,M2016,"F/O HOLOCAUST MUS -1ST PL & S END AVE, New York, NY 10280",38.8867076,-77.0326074
762,R3455,"TIMBER RIDGE DR 800' N OF AMBOY RD, New York, NY 10306",40.5544519,-74.1413571
763,R3294,"FAIRFIELD ST AND GIFFORDS LANE, New York, NY 10308",40.562137,-74.15511
764,R4613,"STECHER AND BILLIOU STREETS, New York, NY 10312",40.5315307,-74.1882711
765,Q4337,"COLLEGE PT BLVD & 31 RD, New York, NY 11354",40.7668878,-73.8391989
766,R1130,"ANDROS AVE AND RICHMOND TERRACE, New York, NY 10303",40.6380897,-74.1623184
767,M7394,"IRT 6 ? E 110 ST & LEXINGTON AVE, New York, NY NA",40.7996514,-73.9558245
768,Q5530,"93 AVE & 178 ST, New York, NY 11433",49.171991,-122.867916
769,M7170,"IND A&C @ CHAMBERS ST & CHURCH ST, New York, NY 10007",NA,NA
770,R4164,"ANDROVETTE AND KREISCHER STS, New York, NY 10309",40.5352791,-74.2395921
771,Q8331,"IS 167 SYBILLA ST & 69 RD, New York, NY NA",36.7259008,-76.3536781
772,B8128,"P.S. 23, WILLOUGHBY & MARCY AVES., New York, NY NA",40.694519,-73.948009
773,X8961,"THROGS NECK BRIDGE ? QUEENS BOUND, New York, NY NA",40.8012485,-73.7933213
774,R0189,"BARD AVE & SOUTH ST. AUSTINS PL, New York, NY 10310",40.6328363,-74.1061677
775,R8001,"ST GEORGE FERRY TERM UL WAITING RM WESTE, New York, NY 10301",40.6440982,-74.0725489
776,Q8141,"PS 135 89 AVE. & 207 ST., New York, NY NA",40.720849,-73.757595
777,B8415,"P.S. 285, BEVERLY RD & RALPH AVE., New York, NY NA",40.647452,-73.9207359
778,Q0498,"STA 198-IND A- HOWARD BCH JFK - 159 AVE, New York, NY NA",40.660476,-73.830301
779,R0582,"EGBERT & DU BOIS AVES, New York, NY 10310",38.0587835,-97.9399205
780,R2614,"TYSENS LANE AND CLAWSON ST, New York, NY 10306",40.5649219,-74.1180399
781,X8700,"PRISON BARGE 1 HALLECK ST/EAST RIVER, New York, NY 10474",40.8013216,-73.8769358
782,M7333,"IRT 2&3 ? WALL ST & WILLIAM ST, New York, NY NA",NA,NA
783,M8494,"HARLEM RIVER DR - W 190 ST TO DYCKMAN ST, New York, NY 10034",40.8573445,-73.9221203
784,B8624,"BELT PWAY BET CROPSEY AV & OCEAN PWAY, New York, NY 11223",40.6354904,-73.8804439
785,M7169,"IND A-C-E @ CANAL ST & 6 AVE, New York, NY 10013",40.721839,-74.005753
786,R2586,"BLOOMFIELD AV & CHELSEA RD\OCEANIC VFD, New York, NY 10314",40.8286931,-74.2405979
787,Q8182,"QNS GEN HOSP TEL RM 82 RD & 164, New York, NY NA",36.0717285,-95.9201283
788,M0500,"VARICK & CANAL STS. MUTUAL AID FOR JERSE, New York, NY NA",40.752217,-73.9727709
789,R0047,"BENZIGER AVE & DANIEL LOW TERRACE, New York, NY 10301",40.6397383,-74.0834158
790,M8461,"RFK BRIDGE ? BRONX SPUR -, New York, NY NA",40.7951369,-73.9225243
791,R3436,"BAY TERRACE AVE AND O'GORMAN AVE, New York, NY 10306",40.5547354,-74.1361003
792,Q7437,"33 AVE & 14 ST, New York, NY 11106",4.6015796,101.10794
793,R2407,"CORONA AVE & ATMORE PL\RICHMOND VFD, New York, NY 10306",33.9757173,-118.1975979
794,B8555,"OCEAN PKWY BTW WEST AV & SHORE PKWY-LINC, New York, NY NA",40.6134805,-73.968504
795,Q4265,"ELIOT AVE 300' W OF 68 ST, New York, NY 11379",40.7190212,-73.8926102
796,Q8446,"CLEARVIEW EXPY- LIE TO HILLSIDE AVE, New York, NY NA",40.7566073,-73.776705
797,X8899,"CROSS BX XWAY TOWNSEND AV TO CARTER AVE, New York, NY 10457",40.8453324,-73.9030271
798,X8884,"BRUCKNER EXPY BET METCALF & UNDERHILL AV, New York, NY 10472",40.8246543,-73.8709733
799,M8755,"H HUDSON PKWY - W 167 TO W 176 ST->, New York, NY NA",40.840407,-73.946055
800,R3242,"ARMSTRONG AVE AND EAST MACON AVE, New York, NY 10308",40.5586449,-74.1619976
801,M2040,"WARREN ST & NORTH END AVE, New York, NY 10282",32.7503999,-97.3344422
802,B7097,"BMT J-M-Z @ MYRTLE AVE & BWAY, New York, NY NA",40.696823,-73.93539
803,R2248,"WINHAM AVE AND MARINE WAY, New York, NY 10306",40.5651601,-74.1048374
804,R0380,"GREENWAY DR & FAIRWAY LA 400'E/O CLOVE R, New York, NY 10301",32.8899713,-96.9757542
805,R3812,"GIFFORDS GLEN & NOLAN AVE, New York, NY 10308",40.5503552,-74.1520795
806,X8964,"145 ST BRIDGE>>, New York, NY NA",40.8195067,-73.9331658
807,Q7632,"29TH ST AND 24TH RD, New York, NY 11102",40.7729878,-73.916388
808,R3477,"HYLAN BLVD AND GREAT KILLS RD, New York, NY 10308",40.5464584,-74.1414633
809,X8913,"CROSS BX XWAY BET FULTON AVE & NOBLE AVE, New York, NY NA",34.7580305,-79.498573
810,M7102,"BMT LP J-M-Z ESSEX ST & DELANCEY ST, New York, NY 10002",40.7184139,-73.9882752
811,M7401,"IRT 6 ? E 51 ST & LEXINGTON AVE, New York, NY NA",40.8044005,-73.9372187
812,X7433,"IRT 2&5 - JACKSON AVE & WESTCHESTER AVE, New York, NY NA",NA,NA
813,R0692,"CAPODANNO BLVD & LILY POND AVE->, New York, NY 10305",40.5681991,-74.092782
814,X4517,"ORCHARD BEACH BATH HOUSE PELHAM BAY PK, New York, NY 10464",40.8654997,-73.8091736
815,X4214,"BRUCKNER EXPY NB SVC RD & CALHOUN AVE, New York, NY 10465",40.8246543,-73.8709733
816,M8441,"LINCOLN TUNL VENT BLDG W 38 ST & 12 AVE, New York, NY 10018",40.7624908,-74.0099137
817,R2757,"BEARD ST & MONAHAN AVE, New York, NY 10314",43.473137,-111.9920301
818,R2229,"CUBA AVE & NEW DORP LA, New York, NY 10306",40.5646729,-74.1075288
819,B7055,"BMT B&Q @ BRIGHTON BCH AV & BRIGHTON 6ST, New York, NY NA",NA,NA
820,X2246,"ANTHONY GRIFFIN PL & 150 ST, New York, NY 10451",40.8173114,-73.9268169
821,M7157,"IND B&C @ W 96 ST & CENTRAL PK W, New York, NY NA",36.2514782,-95.6656902
822,R3143,"MELVIN AV & GLEN ST\OCEANIC VFD, New York, NY 10314",NA,NA
823,R3296,"BARLOW AVE AND GIFFORDS LANE, New York, NY 10308",40.5593852,-74.1539376
824,X7360,"IRT 6 - PELHAM BAY PK & WESTCHESTER AVE, New York, NY 10461",40.8529308,-73.8270555
825,X7219,"IND B&D?E 161 ST & RIVER AVE-YANKEE STAD, New York, NY NA",36.2514782,-95.6656902
826,X8951,"WHITESTONE BRIDGE ? QUEENS BOUND, New York, NY 10465",40.8011125,-73.8292316
